		X				Y				Z
     10.122		     12.551		     34.865
     10.161		     12.551		     34.569
     10.161		     12.392		     34.865
     10.161		     12.472		     35.263
     10.140		     12.551		     35.263
     10.161		     12.551		     35.355
     10.100		     12.950		     34.466
     10.161		     12.950		     34.277
     10.161		     12.623		     34.466
     10.042		     12.950		     34.865
     10.054		     12.950		     35.263
     10.161		     12.870		     35.662
     10.142		     12.950		     35.662
     10.161		     12.950		     35.706
     10.049		     13.348		     34.466
     10.161		     13.348		     34.126
      9.985		     13.348		     34.865
      9.990		     13.348		     35.263
     10.072		     13.348		     35.662
     10.161		     13.348		     35.874
     10.156		     13.747		     34.068
     10.161		     13.747		     34.060
     10.161		     13.677		     34.068
     10.019		     13.747		     34.466
      9.952		     13.747		     34.865
      9.954		     13.747		     35.263
     10.033		     13.747		     35.662
     10.161		     13.747		     35.969
     10.159		     14.145		     34.068
     10.161		     14.145		     34.064
     10.018		     14.145		     34.466
      9.947		     14.145		     34.865
      9.947		     14.145		     35.263
     10.024		     14.145		     35.662
     10.161		     14.145		     35.995
     10.161		     14.171		     34.068
     10.044		     14.544		     34.466
     10.161		     14.544		     34.145
      9.972		     14.544		     34.865
      9.970		     14.544		     35.263
     10.048		     14.544		     35.662
     10.161		     14.544		     35.936
     10.107		     14.942		     34.466
     10.161		     14.942		     34.316
     10.034		     14.942		     34.865
     10.035		     14.942		     35.263
     10.113		     14.942		     35.662
     10.161		     14.942		     35.779
     10.161		     15.159		     34.466
     10.136		     15.341		     34.865
     10.161		     15.341		     34.727
     10.139		     15.341		     35.263
     10.161		     15.341		     35.366
     10.161		     15.114		     35.662
     10.161		     15.411		     34.865
     10.161		     15.399		     35.263
     10.503		     11.356		     34.466
     10.559		     11.356		     34.248
     10.559		     11.206		     34.466
     10.559		     11.139		     34.865
     10.474		     11.356		     34.865
     10.559		     11.258		     35.263
     10.518		     11.356		     35.263
     10.559		     11.356		     35.393
     10.479		     11.754		     34.068
     10.559		     11.754		     33.883
     10.559		     11.500		     34.068
     10.373		     11.754		     34.466
     10.336		     11.754		     34.865
     10.372		     11.754		     35.263
     10.559		     11.580		     35.662
     10.490		     11.754		     35.662
     10.559		     11.754		     35.795
     10.556		     12.153		     33.669
     10.559		     12.153		     33.665
     10.559		     12.142		     33.669
     10.377		     12.153		     34.068
     10.266		     12.153		     34.466
     10.220		     12.153		     34.865
     10.247		     12.153		     35.263
     10.355		     12.153		     35.662
     10.559		     12.152		     36.060
     10.559		     12.153		     36.060
     10.559		     12.153		     36.061
     10.478		     12.551		     33.669
     10.559		     12.551		     33.540
     10.291		     12.551		     34.068
     10.174		     12.551		     34.466
     10.237		     12.551		     35.662
     10.433		     12.551		     36.060
     10.559		     12.551		     36.229
     10.419		     12.950		     33.669
     10.559		     12.950		     33.453
     10.228		     12.950		     34.068
     10.328		     12.950		     36.060
     10.559		     12.950		     36.367
     10.380		     13.348		     33.669
     10.559		     13.348		     33.404
     10.180		     13.348		     34.068
     10.249		     13.348		     36.060
     10.559		     13.306		     36.459
     10.550		     13.348		     36.459
     10.559		     13.348		     36.468
     10.362		     13.747		     33.669
     10.559		     13.747		     33.383
     10.204		     13.747		     36.060
     10.502		     13.747		     36.459
     10.559		     13.747		     36.514
     10.369		     14.145		     33.669
     10.559		     14.145		     33.400
     10.191		     14.145		     36.060
     10.490		     14.145		     36.459
     10.559		     14.145		     36.526
     10.403		     14.544		     33.669
     10.559		     14.544		     33.450
     10.189		     14.544		     34.068
     10.220		     14.544		     36.060
     10.521		     14.544		     36.459
     10.559		     14.544		     36.496
     10.468		     14.942		     33.669
     10.559		     14.942		     33.543
     10.251		     14.942		     34.068
     10.291		     14.942		     36.060
     10.559		     14.942		     36.411
     10.559		     14.739		     36.459
     10.559		     15.298		     33.669
     10.351		     15.341		     34.068
     10.559		     15.341		     33.689
     10.207		     15.341		     34.466
     10.226		     15.341		     35.662
     10.416		     15.341		     36.060
     10.559		     15.341		     36.249
     10.489		     15.739		     34.068
     10.559		     15.739		     33.938
     10.347		     15.739		     34.466
     10.279		     15.739		     34.865
     10.290		     15.739		     35.263
     10.388		     15.739		     35.662
     10.559		     15.739		     36.001
     10.559		     15.667		     36.060
     10.559		     15.896		     34.068
     10.530		     16.137		     34.466
     10.559		     16.137		     34.384
     10.470		     16.137		     34.865
     10.490		     16.137		     35.263
     10.559		     16.137		     35.516
     10.559		     16.062		     35.662
     10.559		     16.188		     34.466
     10.559		     16.287		     34.865
     10.559		     16.247		     35.263
     10.924		     10.559		     34.068
     10.958		     10.559		     33.985
     10.958		     10.495		     34.068
     10.958		     10.333		     34.466
     10.837		     10.559		     34.466
     10.958		     10.318		     34.865
     10.823		     10.559		     34.865
     10.958		     10.453		     35.263
     10.896		     10.559		     35.263
     10.958		     10.559		     35.421
     10.916		     10.958		     33.669
     10.958		     10.958		     33.597
     10.958		     10.858		     33.669
     10.750		     10.958		     34.068
     10.655		     10.958		     34.466
     10.634		     10.958		     34.865
     10.691		     10.958		     35.263
     10.958		     10.738		     35.662
     10.839		     10.958		     35.662
     10.958		     10.958		     35.848
     10.773		     11.356		     33.669
     10.958		     11.356		     33.353
     10.605		     11.356		     34.068
     10.653		     11.356		     35.662
     10.958		     11.246		     36.060
     10.901		     11.356		     36.060
     10.958		     11.356		     36.123
     10.898		     11.754		     33.271
     10.958		     11.754		     33.193
     10.958		     11.537		     33.271
     10.654		     11.754		     33.669
     10.720		     11.754		     36.060
     10.958		     11.754		     36.324
     10.806		     12.153		     33.271
     10.958		     12.153		     33.080
     10.958		     12.067		     36.459
     10.920		     12.153		     36.459
     10.958		     12.153		     36.490
     10.737		     12.551		     33.271
     10.958		     12.551		     33.001
     10.770		     12.551		     36.459
     10.958		     12.551		     36.611
     10.684		     12.950		     33.271
     10.958		     12.950		     32.947
     10.644		     12.950		     36.459
     10.958		     12.950		     36.709
     10.653		     13.348		     33.271
     10.958		     13.348		     32.920
     10.958		     13.348		     36.777
     10.639		     13.747		     33.271
     10.958		     13.747		     32.915
     10.958		     13.747		     36.817
     10.654		     14.145		     33.271
     10.958		     14.145		     32.937
     10.958		     14.145		     36.824
     10.694		     14.544		     33.271
     10.958		     14.544		     32.986
     10.958		     14.544		     36.799
     10.767		     14.942		     33.271
     10.958		     14.942		     33.064
     10.604		     14.942		     36.459
     10.958		     14.942		     36.731
     10.869		     15.341		     33.271
     10.958		     15.341		     33.174
     10.570		     15.341		     33.669
     10.755		     15.341		     36.459
     10.958		     15.341		     36.617
     10.958		     15.588		     33.271
     10.710		     15.739		     33.669
     10.958		     15.739		     33.342
     10.594		     15.739		     36.060
     10.958		     15.739		     36.451
     10.958		     15.723		     36.459
     10.895		     16.137		     33.669
     10.958		     16.137		     33.585
     10.673		     16.137		     34.068
     10.604		     16.137		     35.662
     10.845		     16.137		     36.060
     10.958		     16.137		     36.183
     10.958		     16.248		     33.669
     10.908		     16.536		     34.068
     10.958		     16.536		     33.975
     10.773		     16.536		     34.466
     10.718		     16.536		     34.865
     10.755		     16.536		     35.263
     10.892		     16.536		     35.662
     10.958		     16.536		     35.768
     10.958		     16.284		     36.060
     10.958		     16.607		     34.068
     10.958		     16.788		     34.466
     10.958		     16.845		     34.865
     10.958		     16.787		     35.263
     10.958		     16.614		     35.662
     11.336		      9.762		     34.466
     11.356		      9.762		     34.362
     11.356		      9.737		     34.466
     11.356		      9.751		     34.865
     11.347		      9.762		     34.865
     11.356		      9.762		     34.900
     11.302		     10.161		     33.669
     11.356		     10.161		     33.578
     11.356		     10.075		     33.669
     11.356		      9.841		     34.068
     11.144		     10.161		     34.068
     11.059		     10.161		     34.466
     11.057		     10.161		     34.865
     11.356		      9.886		     35.263
     11.147		     10.161		     35.263
     11.356		     10.153		     35.662
     11.350		     10.161		     35.662
