	bead No				c1				c2				KG				Km				R^2			patch area
      278		     -0.150		     -0.516		      0.078		      0.333		      1.000		      0.317
      279		     -0.156		     -0.505		      0.079		      0.330		      1.000		      0.388
      280		      0.103		      0.287		      0.030		      0.195		      1.000		      0.323
      281		      0.149		      0.075		      0.011		      0.112		      1.000		      0.302
      282		     -0.069		     -0.500		      0.035		      0.285		      0.988		      0.223
      283		      0.059		      0.442		      0.026		      0.250		      1.000		      0.399
      284		     -0.096		     -0.285		      0.027		      0.191		      1.000		      0.312
      285		      0.161		      0.080		      0.013		      0.120		      1.000		      0.305
      286		     -0.417		     -0.088		      0.037		      0.252		      0.995		      0.460
      287		      0.077		      0.283		      0.022		      0.180		      1.000		      0.308
      288		      0.057		      0.155		      0.009		      0.106		      1.000		      0.309
      289		     -0.113		     -0.432		      0.049		      0.273		      0.999		      0.450
      290		      0.089		      0.273		      0.024		      0.181		      1.000		      0.275
      291		      0.082		      0.167		      0.014		      0.124		      1.000		      0.294
      292		      0.117		      0.431		      0.050		      0.274		      0.999		      0.390
      293		     -0.117		     -0.321		      0.038		      0.219		      0.986		      0.286
      294		     -0.117		     -0.412		      0.048		      0.265		      0.997		      0.413
      295		      0.084		      0.271		      0.023		      0.177		      1.000		      0.254
      296		     -0.060		     -0.165		      0.010		      0.112		      1.000		      0.288
      297		      0.120		      0.309		      0.037		      0.215		      0.998		      0.364
      298		     -0.419		     -0.085		      0.036		      0.252		      0.996		      0.374
      299		      0.114		      0.277		      0.032		      0.196		      1.000		      0.252
      300		      0.083		      0.160		      0.013		      0.122		      0.999		      0.298
      301		      0.175		      0.313		      0.055		      0.244		      1.000		      0.230
      302		     -0.398		     -0.142		      0.057		      0.270		      0.999		      0.396
      303		      0.115		      0.282		      0.032		      0.198		      1.000		      0.264
      304		      0.101		      0.162		      0.016		      0.132		      0.996		      0.450
      305		      0.174		      0.311		      0.054		      0.242		      1.000		      0.223
      306		    -10.299		     10.644		   -109.626		     -0.173		      1.000		      0.340
      307		      0.118		      0.276		      0.033		      0.197		      0.999		      0.294
      308		      0.095		      0.130		      0.012		      0.112		      1.000		      0.280
      309		     -0.196		     -0.335		      0.066		      0.265		      0.999		      0.290
      310		     -0.399		     -0.146		      0.058		      0.273		      0.997		      0.379
      311		      0.136		      0.250		      0.034		      0.193		      1.000		      0.278
      312		      0.138		      0.142		      0.020		      0.140		      1.000		      0.325
      313		     -0.212		     -0.350		      0.074		      0.281		      0.988		      0.291
      314		     -0.217		     -0.410		      0.089		      0.313		      0.995		      0.423
      315		      0.122		      0.197		      0.024		      0.159		      0.989		      0.309
      316		      0.275		     -3.334		     -0.917		     -1.529		      0.994		      0.146
      317		      0.219		      0.398		      0.087		      0.308		      0.998		      0.400
      318		      0.219		      0.398		      0.087		      0.308		      0.998		      0.400
      319		        nan		        nan		        nan		        nan		        nan		        nan
      320		      0.124		      0.379		      0.047		      0.251		      0.974		      0.268
      321		      0.115		      0.225		      0.026		      0.170		      0.993		      0.363
      322		      0.088		      0.837		      0.074		      0.463		      1.000		      0.331
      323		     -0.425		     -0.169		      0.072		      0.297		      0.997		      0.443
      324		      0.168		      0.308		      0.052		      0.238		      0.940		      0.358
      325		      0.276		      0.039		      0.011		      0.157		      0.986		      0.285
      326		      0.718		     -0.234		     -0.168		     -0.242		      1.000		      0.227
      327		      0.883		     -0.401		     -0.354		     -0.241		      1.000		      0.236
      328		      0.342		     -0.034		     -0.012		     -0.154		      1.000		      0.160
      329		     -0.132		     -0.387		      0.051		      0.260		      0.968		      0.498
      330		      0.301		     -0.017		     -0.005		     -0.142		      0.998		      0.252
      331		     -0.508		     -0.185		      0.094		      0.347		      0.983		      0.274
      332		      0.416		      0.184		      0.077		      0.300		      0.998		      0.346
      333		      0.522		      0.219		      0.114		      0.371		      1.000		      0.223
      334		      0.356		     -0.044		     -0.016		     -0.156		      0.995		      0.244
      335		      0.152		      0.403		      0.061		      0.277		      0.975		      0.389
      336		      0.230		      0.040		      0.009		      0.135		      1.000		      0.158
      337		     -0.175		     -0.436		      0.076		      0.306		      0.999		      0.396
      338		      0.486		      0.189		      0.092		      0.338		      1.000		      0.332
